vehicle_id,lab_node_id,visit_time,ready_time,due_time,service_time,max_transport_time,delivery_time,transport_time,slack
1,1,68.789323,0,180,5,240,178.30098,104.51165700000001,135.488343
1,2,155.83599,0,180,5,240,178.30098,17.46499,222.53501
1,4,39.297251,0,180,5,240,178.30098,134.00372900000002,105.99627099999998
1,5,58.366321,0,180,5,240,178.30098,114.93465900000001,125.06534099999999
1,6,133.13054,0,180,5,240,178.30098,40.17044000000001,199.82956
1,8,9.5793177,0,180,5,240,178.30098,163.72166230000002,76.27833769999998
1,13,124.92928,0,180,5,240,178.30098,48.371700000000004,191.6283
1,15,28.263343,0,180,5,240,178.30098,145.03763700000002,94.96236299999998
1,17,89.05932,0,180,5,240,178.30098,84.24166000000001,155.75833999999998
1,20,114.64234,0,180,5,240,178.30098,58.658640000000005,181.34136
1,21,16.64818,0,180,5,240,178.30098,156.6528,83.34719999999999
1,23,141.31921,0,180,5,240,178.30098,31.98177000000001,208.01823
1,26,107.48297,0,180,5,240,178.30098,65.81801000000002,174.18198999999998
1,28,162.53873,0,180,5,240,178.30098,10.762250000000023,229.23774999999998
1,31,74.614188,0,180,5,240,178.30098,98.68679200000001,141.31320799999997
1,37,170.33716,0,180,5,240,178.30098,2.9638199999999983,237.03618
1,38,51.510244,0,180,5,240,178.30098,121.79073600000001,118.20926399999999
1,39,149.59288,0,180,5,240,178.30098,23.7081,216.2919
2,7,148.59462,0,180,5,240,174.21446,20.61984000000001,219.38016
2,10,97.64273,0,180,5,240,174.21446,71.57173,168.42827
2,12,104.43615,0,180,5,240,174.21446,64.77831,175.22169
2,14,28.240451,0,180,5,240,174.21446,140.974009,99.025991
2,16,86.895744,0,180,5,240,174.21446,82.31871600000001,157.681284
2,18,49.146714,0,180,5,240,174.21446,120.067746,119.932254
2,19,118.96681,0,180,5,240,174.21446,50.24765000000001,189.75234999999998
2,22,161.03242,0,180,5,240,174.21446,8.18204,231.81796
2,25,16.67908,0,180,5,240,174.21446,152.53538,87.46462
2,33,70.19282,0,180,5,240,174.21446,99.02164,140.97836
2,35,36.49928,0,180,5,240,174.21446,132.71518,107.28482
2,36,138.96255,0,180,5,240,174.21446,30.25191000000001,209.74809
2,40,4.124928,0,180,5,240,174.21446,165.089532,74.91046800000001
3,3,7.7942853,0,180,5,240,152.91987,140.1255847,99.87441530000001
3,9,129.11858,0,180,5,240,152.91987,18.801289999999995,221.19871
3,11,44.210749,0,180,5,240,152.91987,103.70912100000001,136.290879
3,24,29.060134,0,180,5,240,152.91987,118.859736,121.140264
3,27,52.11679,0,180,5,240,152.91987,95.80308,144.19692
3,29,115.63841,0,180,5,240,152.91987,32.28146000000001,207.71854
3,30,65.498078,0,180,5,240,152.91987,82.421792,157.57820800000002
3,32,94.9971,0,180,5,240,152.91987,52.92277,187.07723
3,34,142.57655,0,180,5,240,152.91987,5.343320000000006,234.65668
