vehicle_id,stop_order,node
1,0,-1
1,1,2
1,2,25
1,3,21
1,4,8
1,5,-2
2,0,-1
2,1,16
2,2,9
2,3,13
2,4,6
2,5,5
2,6,40
2,7,18
2,8,31
2,9,24
2,10,30
2,11,-2
3,0,-1
3,1,19
3,2,35
3,3,27
3,4,11
3,5,28
3,6,37
3,7,1
3,8,3
3,9,20
3,10,15
3,11,38
3,12,17
3,13,4
3,14,32
3,15,33
3,16,-2
4,0,-1
4,1,14
4,2,26
4,3,12
4,4,10
4,5,34
4,6,29
4,7,39
4,8,23
4,9,-2
6,0,-1
6,1,7
6,2,22
6,3,36
6,4,-2
