vehicle_id,start_time,end_time,total_route_duration
1,0.0,400.0,400.0
2,0.0,400.0,400.0
3,0.0,400.0,400.0
4,0.0,400.0,400.0
5,0.0,400.0,400.0
6,0.0,400.0,400.0
7,0.0,400.0,400.0
8,0.0,400.0,400.0
