vehicle_id,lab_node_id,visit_time,ready_time,due_time,service_time,max_transport_time,delivery_time,transport_time,slack
1,1,418.7605,0,480,5,480,480.0,56.23950000000002,423.7605
1,2,88.56042,0,480,5,480,480.0,386.43958,93.56042000000002
1,3,325.61383,0,480,5,480,480.0,149.38617,330.61383
1,4,350.88214,0,480,5,480,480.0,124.11786000000001,355.88214
1,5,313.25083,0,480,5,480,480.0,161.74917,318.25083
1,6,60.543173,0,480,5,480,480.0,414.456827,65.54317300000002
1,7,470.42239,0,480,5,480,480.0,4.577609999999993,475.42239
1,8,397.08032,0,480,5,480,480.0,77.91968000000003,402.08032
1,9,305.4852,0,480,5,480,480.0,169.51479999999998,310.4852
1,10,425.63746,0,480,5,480,480.0,49.362540000000024,430.63746
1,11,134.57515,0,480,5,480,480.0,340.42485,139.57515
1,12,432.43088,0,480,5,480,480.0,42.56912,437.43088
1,13,118.68935,0,480,5,480,480.0,356.31065,123.68934999999999
1,14,38.14898,0,480,5,480,480.0,436.85102,43.148979999999995
1,15,339.84823,0,480,5,480,480.0,135.15177,344.84823
1,16,318.32002,0,480,5,480,480.0,156.67998,323.32002
1,17,358.39742,0,480,5,480,480.0,116.60257999999999,363.39742
1,18,28.684384,0,480,5,480,480.0,446.315616,33.68438400000002
1,19,53.029328,0,480,5,480,480.0,421.970672,58.02932800000002
1,20,108.4024,0,480,5,480,480.0,366.5976,113.4024
1,21,404.14918,0,480,5,480,480.0,70.85082,409.14918
1,22,449.18293,0,480,5,480,480.0,25.81707,454.18293
1,23,68.731845,0,480,5,480,480.0,406.268155,73.73184500000002
1,24,155.53118,0,480,5,480,480.0,319.46882,160.53118
1,25,76.803972,0,480,5,480,480.0,398.196028,81.80397199999999
1,26,101.24304,0,480,5,480,480.0,373.75696,106.24304000000001
1,27,126.53977,0,480,5,480,480.0,348.46023,131.53976999999998
1,28,11.411748,0,480,5,480,480.0,463.588252,16.41174799999999
1,29,94.789525,0,480,5,480,480.0,380.210475,99.78952500000003
1,30,146.90203,0,480,5,480,480.0,328.09797000000003,151.90202999999997
1,31,413.10069,0,480,5,480,480.0,61.899310000000014,418.10069
1,32,383.41837,0,480,5,480,480.0,91.58163000000002,388.41837
1,33,374.69634,0,480,5,480,480.0,100.30365999999998,379.69634
1,34,439.25945,0,480,5,480,480.0,35.740549999999985,444.25945
1,35,46.407809,0,480,5,480,480.0,428.592191,51.407808999999986
1,36,460.79032,0,480,5,480,480.0,14.209679999999992,465.79032
1,37,4.165272,0,480,5,480,480.0,470.834728,9.165272000000016
1,38,332.71556,0,480,5,480,480.0,142.28444000000002,337.71556
1,39,82.317309,0,480,5,480,480.0,392.682691,87.31730900000002
1,40,20.791615,0,480,5,480,480.0,454.208385,25.79161499999998
