vehicle_id,stop_order,node
1,0,-1
1,1,37
1,2,28
1,3,40
1,4,18
1,5,14
1,6,35
1,7,19
1,8,6
1,9,23
1,10,25
1,11,39
1,12,2
1,13,29
1,14,26
1,15,20
1,16,13
1,17,27
1,18,11
1,19,30
1,20,24
1,21,9
1,22,5
1,23,16
1,24,3
1,25,38
1,26,15
1,27,4
1,28,17
1,29,33
1,30,32
1,31,8
1,32,21
1,33,31
1,34,1
1,35,10
1,36,12
1,37,34
1,38,22
1,39,36
1,40,7
1,41,-2
