vehicle_id,stop_order,node
1,0,-1
1,1,29
1,2,26
1,3,25
1,4,39
1,5,28
1,6,7
1,7,22
1,8,34
1,9,10
1,10,31
1,11,5
1,12,16
1,13,3
1,14,9
1,15,15
1,16,12
1,17,36
1,18,21
1,19,8
1,20,1
1,21,4
1,22,17
1,23,38
1,24,20
1,25,-2
2,0,-1
2,1,32
2,2,33
2,3,-2
3,0,-1
3,1,2
3,2,35
3,3,23
3,4,27
3,5,6
3,6,11
3,7,30
3,8,24
3,9,13
3,10,19
3,11,14
3,12,18
3,13,40
3,14,37
3,15,-2
