vehicle_id,stop_order,node
1,0,-1
1,1,16
1,2,38
1,3,5
1,4,9
1,5,6
1,6,13
1,7,27
1,8,24
1,9,30
1,10,11
1,11,23
1,12,14
1,13,19
1,14,35
1,15,25
1,16,39
1,17,2
1,18,-2
2,0,-1
2,1,28
2,2,29
2,3,12
2,4,26
2,5,20
2,6,3
2,7,10
2,8,21
2,9,32
2,10,33
2,11,8
2,12,4
2,13,17
2,14,15
2,15,31
2,16,1
2,17,34
2,18,22
2,19,36
2,20,7
2,21,40
2,22,18
2,23,37
2,24,-2
