vehicle_id,stop_order,node
1,0,-1
1,1,28
1,2,40
1,3,18
1,4,14
1,5,37
1,6,7
1,7,22
1,8,34
1,9,12
1,10,36
1,11,1
1,12,16
1,13,32
1,14,8
1,15,21
1,16,31
1,17,33
1,18,10
1,19,29
1,20,25
1,21,-2
4,0,-1
4,1,39
4,2,2
4,3,20
4,4,26
4,5,3
4,6,17
4,7,15
4,8,38
4,9,4
4,10,23
4,11,-2
6,0,-1
6,1,27
6,2,19
6,3,6
6,4,35
6,5,11
6,6,-2
8,0,-1
8,1,13
8,2,9
8,3,5
8,4,30
8,5,24
8,6,-2
