vehicle_id,stop_order,node
2,0,-1
2,1,37
2,2,39
2,3,7
2,4,36
2,5,22
2,6,18
2,7,-2
3,0,-1
3,1,28
3,2,23
3,3,14
3,4,35
3,5,19
3,6,6
3,7,27
3,8,9
3,9,16
3,10,20
3,11,40
3,12,12
3,13,29
3,14,-2
4,0,-1
4,1,10
4,2,5
4,3,38
4,4,15
4,5,1
4,6,31
4,7,3
4,8,34
4,9,4
4,10,17
4,11,-2
5,0,-1
5,1,32
5,2,21
5,3,8
5,4,33
5,5,30
5,6,24
5,7,25
5,8,26
5,9,13
5,10,11
5,11,2
5,12,-2
