vehicle_id,stop_order,node
1,0,-1
1,1,4
1,2,17
1,3,1
1,4,32
1,5,33
1,6,31
1,7,3
1,8,2
1,9,29
1,10,7
1,11,37
1,12,25
1,13,28
1,14,15
1,15,38
1,16,-2
2,0,-1
2,1,39
2,2,18
2,3,20
2,4,27
2,5,30
2,6,13
2,7,24
2,8,6
2,9,11
2,10,26
2,11,40
2,12,16
2,13,21
2,14,-2
3,0,-1
3,1,14
3,2,23
3,3,22
3,4,9
3,5,8
3,6,35
3,7,34
3,8,10
3,9,12
3,10,5
3,11,36
3,12,19
3,13,-2
