vehicle_id,lab_node_id,visit_time,ready_time,due_time,service_time,max_transport_time,delivery_time,transport_time,slack
1,1,574.79438,0,800,5,800,600.0,20.205619999999954,779.79438
1,2,519.52502,0,800,5,800,600.0,75.47497999999996,724.52502
1,5,552.48218,0,800,5,800,600.0,42.51782000000003,757.48218
1,9,544.71654,0,800,5,800,600.0,50.28345999999999,749.71654
1,10,581.67134,0,800,5,800,600.0,13.328660000000013,786.67134
1,12,588.46476,0,800,5,800,600.0,6.535240000000044,793.46476
1,15,561.47092,0,800,5,800,600.0,33.52908000000002,766.47092
1,16,537.0123,0,800,5,800,600.0,57.98770000000002,742.0123
1,26,526.33895,0,800,5,800,600.0,68.66105000000005,731.33895
1,31,569.13457,0,800,5,800,600.0,25.865429999999947,774.13457
2,3,464.67228,0,800,5,800,600.0,130.32772,669.67228
2,4,430.41379,0,800,5,800,600.0,164.58621,635.4137900000001
2,7,562.93571,0,800,5,800,600.0,32.06429000000003,767.93571
2,8,547.06073,0,800,5,800,600.0,47.939269999999965,752.06073
2,17,422.91669,0,800,5,800,600.0,172.08330999999998,627.91669
2,20,456.06708,0,800,5,800,600.0,138.93292000000002,661.06708
2,21,515.95198,0,800,5,800,600.0,79.04801999999995,720.95198
2,22,502.86486,0,800,5,800,600.0,92.13513999999998,707.86486
2,25,588.56813,0,800,5,800,600.0,6.4318700000000035,793.56813
2,28,575.11455,0,800,5,800,600.0,19.88544999999999,780.11455
2,29,447.45421,0,800,5,800,600.0,147.54579,652.45421
2,32,533.39878,0,800,5,800,600.0,61.60122000000001,738.39878
2,33,524.67674,0,800,5,800,600.0,70.32326,729.67674
2,34,482.05215,0,800,5,800,600.0,112.94785000000002,687.05215
2,36,492.7965,0,800,5,800,600.0,102.20350000000002,697.7964999999999
2,38,471.77411,0,800,5,800,600.0,123.22588999999999,676.7741100000001
2,39,583.01241,0,800,5,800,600.0,11.987589999999955,788.01241
3,6,509.28997,0,800,5,800,600.0,85.71002999999996,714.28997
3,11,555.04487,0,800,5,800,600.0,39.955130000000054,760.04487
3,13,517.9303,0,800,5,800,600.0,77.06970000000001,722.9303
3,14,486.25749,0,800,5,800,600.0,108.74250999999998,691.25749
3,18,584.69083,0,800,5,800,600.0,10.309169999999995,789.69083
3,19,494.4437,0,800,5,800,600.0,100.55630000000002,699.4437
3,23,573.15648,0,800,5,800,600.0,21.843520000000012,778.15648
3,24,539.89426,0,800,5,800,600.0,55.10573999999997,744.89426
3,27,562.95091,0,800,5,800,600.0,32.04908999999998,767.95091
3,30,531.26511,0,800,5,800,600.0,63.73488999999995,736.26511
3,35,501.21102,0,800,5,800,600.0,93.78897999999998,706.21102
3,37,593.7864,0,800,5,800,600.0,1.2136000000000422,798.7864
3,40,474.3808,0,800,5,800,600.0,120.61919999999998,679.3808
