vehicle_id,stop_order,node
1,0,-1
1,1,2
1,2,26
1,3,16
1,4,9
1,5,5
1,6,15
1,7,31
1,8,1
1,9,10
1,10,12
1,11,-2
2,0,-1
2,1,17
2,2,4
2,3,29
2,4,20
2,5,3
2,6,38
2,7,34
2,8,36
2,9,22
2,10,21
2,11,33
2,12,32
2,13,8
2,14,7
2,15,28
2,16,39
2,17,25
2,18,-2
3,0,-1
3,1,40
3,2,14
3,3,19
3,4,35
3,5,6
3,6,13
3,7,30
3,8,24
3,9,11
3,10,27
3,11,23
3,12,18
3,13,37
3,14,-2
