vehicle_id,stop_order,node
1,0,-1
1,1,32
1,2,7
1,3,20
1,4,22
1,5,10
1,6,37
1,7,28
1,8,11
1,9,13
1,10,27
1,11,36
1,12,33
1,13,-2
2,0,-1
2,1,2
2,2,29
2,3,24
2,4,30
2,5,12
2,6,8
2,7,34
2,8,1
2,9,31
2,10,4
2,11,23
2,12,19
2,13,6
2,14,39
2,15,25
2,16,-2
3,0,-1
3,1,18
3,2,35
3,3,26
3,4,14
3,5,40
3,6,17
3,7,15
3,8,38
3,9,16
3,10,5
3,11,9
3,12,3
3,13,21
3,14,-2
