from_node_id,from_name,to_node_id,to_name,travel_time_min,distance_m
32,Lab 32,7,Lab 7,17.609165145581077,13827.865274349982
32,Lab 32,8,Lab 8,8.45374783811474,6190.527526656165
32,Lab 32,9,Lab 9,16.298468854907313,12176.947998441377
32,Lab 32,10,Lab 10,12.849743237034378,9848.385338458596
32,Lab 32,11,Lab 11,21.22855087383852,16588.172275986417
32,Lab 32,12,Lab 12,13.878542179123107,10803.349191512849
32,Lab 32,13,Lab 13,20.95390708740871,16078.293729180228
32,Lab 32,14,Lab 14,22.621830191513276,17733.65982637349
32,Lab 32,15,Lab 15,12.995245904193885,9725.985901194543
32,Lab 32,16,Lab 16,13.598775439407348,10442.097263515636
32,Lab 32,17,Lab 17,13.3045461852359,10017.841862397396
32,Lab 32,18,Lab 18,21.202393100634218,16141.540530957822
32,Lab 32,19,Lab 19,22.642873466220653,17856.12459206158
32,Lab 32,20,Lab 20,16.080819117364175,12318.808315633765
32,Lab 32,21,Lab 21,8.754186763479828,6613.211607410293
32,Lab 32,22,Lab 22,16.27814393118879,12468.677843371042
