vehicle_id,stop_order,node
1,0,-1
1,1,37
1,2,14
1,3,35
1,4,19
1,5,6
1,6,23
1,7,27
1,8,13
1,9,16
1,10,9
1,11,5
1,12,3
1,13,15
1,14,38
1,15,32
1,16,33
1,17,8
1,18,21
1,19,-2
2,0,-1
2,1,7
2,2,36
2,3,20
2,4,26
2,5,22
2,6,-2
3,0,-1
3,1,18
3,2,40
3,3,11
3,4,30
3,5,24
3,6,28
3,7,2
3,8,39
3,9,25
3,10,34
3,11,12
3,12,29
3,13,1
3,14,31
3,15,10
3,16,4
3,17,17
3,18,-2
