vehicle_id,lab_node_id,visit_time,ready_time,due_time,service_time,max_transport_time,delivery_time,transport_time,slack
1,6,62.041526,0,240,5,300,167.19361,100.152084,199.847916
1,11,97.771292,0,240,5,300,167.19361,64.422318,235.57768199999998
1,13,81.885493,0,240,5,300,167.19361,80.30811700000001,219.691883
1,14,46.43265,0,240,5,300,167.19361,115.76096000000001,184.23904
1,18,150.13422,0,240,5,300,167.19361,12.059390000000008,287.94061
1,19,54.52768,0,240,5,300,167.19361,107.66593,192.33407
1,23,129.471,0,240,5,300,167.19361,32.72261,267.27738999999997
1,24,19.68465,0,240,5,300,167.19361,142.50896,157.49104
1,27,89.735908,0,240,5,300,167.19361,72.45770200000001,227.542298
1,28,119.81592,0,240,5,300,167.19361,42.37769,257.62230999999997
1,30,28.313799,0,240,5,300,167.19361,133.87981100000002,166.12018899999998
1,35,70.166208,0,240,5,300,167.19361,92.02740200000001,207.972598
1,37,159.22979,0,240,5,300,167.19361,2.9638199999999983,297.03618
1,39,112.38447,0,240,5,300,167.19361,49.80914000000001,250.19086
1,40,142.24145,0,240,5,300,167.19361,19.95216000000002,280.04783999999995
2,1,79.030421,0,240,5,300,233.85277,149.82234899999997,150.17765100000003
2,2,224.74799,0,240,5,300,233.85277,4.104780000000005,295.89522
2,3,143.52987,0,240,5,300,233.85277,85.3229,214.6771
2,4,187.49107,0,240,5,300,233.85277,41.361699999999985,258.6383
2,5,160.9106,0,240,5,300,233.85277,67.94217,232.05783
2,7,4.6007241,0,240,5,300,233.85277,224.25204589999998,75.74795410000002
2,8,63.344946,0,240,5,300,233.85277,165.507824,134.492176
2,9,153.14497,0,240,5,300,233.85277,75.70779999999999,224.2922
2,10,93.589731,0,240,5,300,233.85277,135.263039,164.736961
2,12,100.38315,0,240,5,300,233.85277,128.46962,171.53038
2,15,128.35555,0,240,5,300,233.85277,100.49722,199.50278
2,16,165.97979,0,240,5,300,233.85277,62.872979999999984,237.12702000000002
2,17,179.99397,0,240,5,300,233.85277,48.8588,251.1412
2,20,210.23145,0,240,5,300,233.85277,18.621319999999997,281.37868000000003
2,21,70.413809,0,240,5,300,233.85277,158.438961,141.561039
2,22,24.294011,0,240,5,300,233.85277,204.55875899999998,95.44124100000002
2,25,109.34317,0,240,5,300,233.85277,119.50959999999999,180.49040000000002
2,26,217.90518,0,240,5,300,233.85277,10.947589999999991,289.05241
2,29,116.90016,0,240,5,300,233.85277,111.95260999999999,188.04739
2,31,136.01921,0,240,5,300,233.85277,92.83356,207.16644
2,32,49.682999,0,240,5,300,233.85277,179.169771,120.830229
2,33,40.960961,0,240,5,300,233.85277,187.891809,112.108191
2,34,86.909776,0,240,5,300,233.85277,141.942994,158.057006
2,36,14.225651,0,240,5,300,233.85277,214.627119,85.372881
2,38,199.70406,0,240,5,300,233.85277,29.148709999999994,270.85129
