vehicle_id,stop_order,node
1,0,-1
1,1,13
1,2,27
1,3,11
1,4,30
1,5,24
1,6,33
1,7,32
1,8,9
1,9,5
1,10,1
1,11,29
1,12,28
1,13,23
1,14,14
1,15,6
1,16,35
1,17,19
1,18,-2
2,0,-1
2,1,10
2,2,40
2,3,18
2,4,8
2,5,17
2,6,38
2,7,3
2,8,15
2,9,4
2,10,16
2,11,21
2,12,31
2,13,12
2,14,34
2,15,22
2,16,36
2,17,7
2,18,37
2,19,39
2,20,2
2,21,25
2,22,26
2,23,20
2,24,-2
