vehicle_id,stop_order,node
1,0,-1
1,1,20
1,2,3
1,3,11
1,4,24
1,5,9
1,6,16
1,7,5
1,8,12
1,9,2
1,10,25
1,11,-2
2,0,-1
2,1,8
2,2,21
2,3,4
2,4,17
2,5,10
2,6,15
2,7,6
2,8,13
2,9,14
2,10,18
2,11,23
2,12,19
2,13,-2
3,0,-1
3,1,1
3,2,22
3,3,7
3,4,-2
